words,value
деятельность,-0.333333333333333
деятельный,0
джакарта,0
джентльменский,0
джинса,-1.33333333333333
джорджия,0
джохар,-0.111111111111111
джугашвили,0
джулиан,0
дзержинск,0
диагноз,0
диаграмма,0
диапазон,0
диаспора,-0.333333333333333
диверсант,-0.666666666666667
диверсионный,-1
диверсия,-1.33333333333333
дивизия,0
дикий,-1.66666666666667
дикость,-1.33333333333333
дилемма,-0.333333333333333
дилер,-0.333333333333333
дилетантский,-1
димон,-0.777777777777778
динамик,0
динамический,0
диплом,0
дипломат,0
дипломатический,0.444444444444444
дипломатичный,0.333333333333333
дипломатия,0.666666666666667
дипломный,0
дисгармоничный,-1.33333333333333
дискомфортный,-1
дисконтный,0
дискредитация,-1
дискредитировать,-0.666666666666667
дискриминационный,-1
дискриминация,-0.888888888888889
дискуссия,0
дислокация,0
дислоцироваться,0
диссертант,0.25
диссертационный,0
диссертация,-0.333333333333333
диссидент,-0.333333333333333
дистанция,0
дисциплина,0.333333333333333
дитя,1
длина,0
длинный,-0.25
длительный,-0.166666666666667
дмитрий,0
днепр,0
днепропетровск,0
днепропетровский,0.333333333333333
дно,0
добавочный,0.111111111111111
добиваться,0.444444444444444
доблестный,1.33333333333333
доблесть,1
добренький,-0.2
добро,1
доброволец,0.777777777777778
добровольно,0.666666666666667
добровольный,0.333333333333333
добровольческий,1.33333333333333
добродетель,1.11111111111111
добродетельный,1.33333333333333
доброжелательный,1.25
доброкачественный,1.33333333333333
добропорядочный,1.55555555555556
добросовестный,1.11111111111111
доброта,1.33333333333333
добротный,1.22222222222222
добрый,1.33333333333333
добываться,0
доверие,0.666666666666667
доверительный,1
доверять,1
довод,0
довольно-таки,-0.222222222222222
довольный,0.333333333333333
довольствоваться,0.2
догадываться,0.333333333333333
договариваться,0
договоренность,0
додумываться,-0.333333333333333
доживать,0
доказательный,0.2
доказательство,0
доказывать,0
докатываться,-0.714285714285714
докторский,0.4
доктрина,0
документ,0
документальный,-0.25
документация,0
долг,-0.666666666666667
долгий,-0.285714285714286
долговечный,0.666666666666667
долговой,-0.75
долговременный,0
долгожданный,0.333333333333333
долгоиграющий,0.2
долгосрочный,0
должностной,0
должность,0
должный,0
дом,0
доминирование,0.333333333333333
доминировать,-0.2
домогательство,-1.66666666666667
донбасс,0
донор,0.333333333333333
доплата,0.666666666666667
доплачивать,-0.333333333333333
доподлинный,0
дополнительный,0.444444444444444
допрашивать,-1
допрос,-0.333333333333333
допускать,0.166666666666667
допускаться,0
допустимый,0
дореволюционный,0
доренко,0
дороговизна,-1
дорогой,-0.25
дорогостоящий,-0.666666666666667
досадный,-1.66666666666667
доскональный,0.333333333333333
досмотр,0
досрочный,0.333333333333333
доставать,0.333333333333333
доставаться,-0.5
достаток,0.333333333333333
достаточный,0.333333333333333
достижение,0.888888888888889
достоверно,0.666666666666667
достоверность,0.333333333333333
достоверный,0.333333333333333
достоевский,0.333333333333333
достоинство,1
достойный,0.666666666666667
достопочтенный,1
