id,name,sex,age,contact_state
46026463,Marge,Female,Adult,MN
46026440,Cora,Female,Baby,MN
46026341,Lisa,Female,Young,MN
46026247,Homer,Male,Adult,MN
46026166,Bart,Male,Young,MN
46025951,Sissy,Female,Young,MN
46025903,Tyson,Male,Baby,MN
46025766,Missy,Female,Baby,MN
46025765,Cisco,Male,Baby,MN
46025691,Candi,Female,Adult,MN
46025618,Enzo,Male,Adult,MN
46025436,Bruce *Texas 9/28*,Male,Young,MN
46025437,Charmin *Texas 9/28*,Female,Young,MN
46025254,Betsy,Female,Adult,MN
46025253,Riley,Male,Young,MN
46025252,Dominque,Female,Adult,MN
46025249,Manhattan,Male,Baby,MN
46024610,Chance,Male,Adult,MN
46024397,Plasma,Male,Adult,MN
46023562,Marshmallow D191180,Male,Adult,MN
46023564,Crown D191272,Male,Baby,MN
46023559,Marvin D191275,Male,Senior,MN
46023560,Chester D191273,Male,Adult,MN
46023561,Jazzy D191254: Pending Adoption,Female,Adult,MN
46023563,Dolce D191256: Pending Adoption,Female,Adult,MN
46023130,Brady,Male,Baby,MN
46021280,Ajax,Male,Adult,MN
46021224,Shelby,Female,Adult,MN
46021156,Marley,Male,Young,MN
46021148,Henry,Male,Young,MN
46019617,Lady,Female,Adult,MN
46019618,Latte,Female,Young,MN
46019620,Rainier,Female,Young,MN
46019385,Hope,Female,Adult,MN
46019144,Autumn D191195: No Longer Accepting Applications,Female,Adult,MN
46019075,Merci D191263,Female,Senior,MN
46019070,Ryan D191260,Male,Young,MN
46019074,Willa D191258,Female,Young,MN
46019069,Quicksilver D191267,Male,Baby,MN
46019076,Zebulon D191261,Male,Adult,MN
46019073,Stitch D191265: No Longer Accepting Applications,Female,Baby,MN
46019072,Captain America D191266: No Longer Accepting Appli,Male,Baby,MN
46019068,Karma D191257: No Longer Accepting Applications,Female,Young,MN
46019071,Lilo D191264: No Longer Accepting Applications,Female,Baby,MN
46019067,Nick Fury D191268,Male,Baby,MN
46019065,Falcon D191269,Male,Baby,MN
46018899,Bruiser,Male,Adult,MN
46018905,Rocky,Male,Young,MN
46018822,Flop D191259,Male,Adult,MN
46018581,Louise,Female,Baby,MN
46016973,Shrimp,Male,Adult,MN
46016972,Gus Gus,Male,Baby,MN
46016063,Dierks,Male,Baby,MN
46014119,Pepe,Male,Adult,MN
46013900,Wall-E,Male,Adult,MN
46013666,Grendel,Male,Young,MN
46013476,Whisty,Female,Adult,MN
46012880,Russel,Male,Adult,MN
46011677,Precious,Female,Young,MN
46010311,Tanner,Male,Baby,MN
46009941,Avery,Female,Baby,MN
46009940,Benny,Male,Baby,MN
46009939,Tre,Male,Baby,MN
46009743,Jackie,Female,Baby,MN
46009745,Ayula,Female,Baby,MN
46009744,Coco,Female,Baby,MN
46009167,Luna,Female,Adult,MN
46008745,Ollie,Male,Adult,MN
46008001,Lily,Female,Adult,MN
46008002,Peaches,Female,Adult,MN
46007972,Searcy,Male,Adult,MN
46007670,Tuff,Male,Adult,MN
46007662,Benji,Male,Adult,MN
46007658,Bo Moe,Male,Adult,MN
46007654,Tank,Male,Adult,MN
46006787,Tala,Female,Young,MN
46006776,Diamond,Female,Young,MN
46006790,Gus,Male,Baby,MN
46006779,Tyson,Male,Baby,MN
46006777,Charli,Female,Baby,MN
46006778,Alex,Male,Baby,MN
46006783,Tippy,Female,Adult,MN
46006781,Samson,Male,Baby,MN
46006784,Jazmin,Female,Baby,MN
46006785,Shawn,Male,Baby,MN
46006780,Troye,Male,Baby,MN
46006788,Thomas,Male,Adult,MN
46006782,Shea,Female,Baby,MN
46006789,Rocky,Male,Young,MN
46005077,Rolo D191246: Pending Adoption,Male,Adult,MN
45988578,Mack,Male,Adult,MN
45987693,Java,Male,Adult,MN
45987687,Chaco,Male,Adult,MN
45987640,Mia,Female,Adult,MN
45987621,Morgan,Female,Adult,MN
45987559,Eustice,Male,Adult,MN
45986566,Dan,Male,Young,MN
45986124,The Dude,Male,Young,MN
45986061,Dodger,Male,Young,MN
45986030,Warren,Male,Adult,MN
45985503,Ivy,Female,Adult,MN
45985244,Ace,Male,Adult,MN
45984705,Karishna,Female,Adult,MN
45983834,Latte,Male,Adult,MN
45983722,Moka,Male,Baby,MN
45983288,Minky,Female,Adult,MN
45983185,Gus Gus,Male,Young,MN
45982860,Naomi,Female,Baby,MN
45982481,Rosa,Female,Adult,MN
45981959,Zeus,Male,Adult,MN
45980002,Hossina,Female,Adult,MN
45979281,River,Female,Adult,MN
45979008,Jack,Male,Baby,MN
45977909,Lucas,Male,Adult,MN
45977250,Riggs,Male,Young,MN
45977087,Louie,Male,Adult,MN
45976902,Red,Male,Young,MN
45976197,Rogue,Female,Adult,MN
45975312,Antoleo,Male,Senior,MN
45975309,Tommy,Male,Baby,MN
45974904,Oscarearl,Male,Senior,MN
45974432,Precious,Female,Young,MN
45972132,Sadee,Female,Young,MN
45971503,Carson,Male,Adult,MN
45971193,Todd,Male,Baby,MN
45971189,Tina,Female,Baby,MN
45971186,Tonya,Female,Baby,MN
45971038,Harry *Texas 9/28*,Male,Young,MN
45970324,Quinn,Male,Young,MN
45970319,Apollo,Male,Baby,MN
45970284,Kevie,Female,Baby,MN
45970283,Fitz,Male,Baby,MN
45970273,Eli,Male,Baby,MN
45970271,Rosen,Male,Baby,MN
45968558,Bailey,Male,Adult,MN
45965606,Baby Bear,Male,Baby,MN
45965607,Laska,Female,Young,MN
45965605,Scout,Female,Young,MN
45965492,Guiness,Female,Young,MN
45964752,Otter,Male,Baby,MN
45964477,Truvy *Texas 9/28*,Female,Adult,MN
45964478,Lara *Texas 9/28*,Female,Baby,MN
45963802,Sugar & Honey,Female,Adult,MN
45963314,Beast,Male,Young,MN
45963121,Rocko,Male,Baby,MN
45961243,Juniper,Female,Adult,MN
45960799,Sylvie,Female,Adult,MN
45960755,Rocky,Male,Adult,MN
45957432,Ethel,Female,Baby,MN
45957431,Lucy,Female,Baby,MN
45955014,Harley,Female,Adult,MN
45954997,Misty Aka Misty La Roo,Female,Senior,MN
45954970,Spaulding D191041,Male,Young,MN
45954387,Stella,Female,Adult,MN
45953328,Izzy-I1950,Female,Adult,MN
45952000,Rebel-I1954,Female,Adult,MN
45951751,Holly-I1945,Female,Adult,MN
45951082,Washington-I1959,Male,Senior,MN
45950955,Starlord,Male,Baby,MN
45950487,Lady,Female,Adult,MN
45950480,Teddy,Male,Adult,MN
45950002,Dylan-I1969,Male,Adult,MN
45947729,Cashmere Cowboy,Male,Adult,MN
45947250,Onyx,Male,Adult,MN
45947249,Freckles,Female,Adult,MN
45947248,Boss,Male,Senior,MN
45945974,Darcy *Texas 9/28*,Female,Adult,MN
45945855,Rocky,Male,Young,MN
45945655,Richard,Male,Adult,MN
45944515,Princess,Female,Adult,MN
45944176,Sweety,Female,Young,MN
45943141,Bloomer D191233: No Longer Accepting Applications,Male,Baby,MN
45943146,Faux Pas D191237: Pending Adoption,Female,Baby,MN
45943144,Gaffe D191232: Pending Adoption,Male,Baby,MN
45943142,Clanger D191235,Female,Baby,MN
45943145,Muddle D191236: Pending Adoption,Female,Baby,MN
45942823,Mystic D191188: Pending Adoption,Female,Baby,MN
45942821,Skeksi D191187: No Longer Accepting Applications,Male,Baby,MN
45942822,Bubba D191240,Male,Adult,MN
45942820,Rocko,Male,Adult,MN
45942496,Cedella D191250: No Longer Accepting Applications,Female,Adult,MN
45942494,Irwin D191253,Male,Adult,MN
45942495,Freya D191244: No Longer Accepting Applications,Female,Adult,MN
45942489,++Tess D191239: Pending Adoption,Female,Adult,MN
45942490,Dozer D191241: No Longer Accepting Applications,Male,Adult,MN
45942492,Tilly D191238,Female,Senior,MN
45942493,Jax D191249,Male,Adult,MN
45942486,Invi D191248: No Longer Accepting Applications,Female,Adult,MN
45942487,Bindy D191252: Pending Adoption,Female,Adult,MN
45939357,Tommy,Male,Young,MN
45939361,Sky,Female,Young,MN
45939348,Tater,Male,Young,MN
45938939,Hamilton D191080: No Longer Accepting Applications,Male,Baby,MN
45938760,Hershel D191231: Pending Adoption,Male,Adult,MN
45938759,Mojo D191230: Pending Adoption,Male,Adult,MN
45938676,Ladie D191049,Female,Senior,MN
45938672,Lyon D191225: No Longer Accepting Applications,Male,Baby,MN
45938669,Etienne D191224: Pending Adoption,Female,Baby,MN
45938667,Dude D191219: No Longer Accepting Applications,Male,Adult,MN
45938665,Paris D191222: No Longer Accepting Applications,Female,Baby,MN
45938664,Bora D191227: No Longer Accepting Applications,Male,Adult,MN
45938666,Beaker D191221: Pending Adoption,Male,Senior,MN
45938670,Kinsey D191216,Female,Adult,MN
45938673,Lille D191223: Pending Adoption,Female,Baby,MN
45938668,Chippy D191218: Pending Adoption,Male,Senior,MN
45938675,Kitty D191217: Pending Adoption,Female,Adult,MN
45938674,Bob D191220,Male,Adult,MN
45938591,Donald Duck D191202: Pending Adoption,Male,Baby,MN
45938588,Dillon D191193,Male,Young,MN
45938590,Thoprock D191215: No Longer Accepting Applications,Female,Baby,MN
45938589,Saison D191211: No Longer Accepting Applications,Female,Baby,MN
45938585,Silvius D191207: Pending Adoption,Male,Baby,MN
45938576,Witness D191205: Pending Adoption,Male,Baby,MN
45938577,Lemon Drop D191214: Pending Adoption,Female,Baby,MN
45938578,Yule D191212: Pending Adoption,Female,Baby,MN
45938575,Huey D191199,Male,Baby,MN
45938584,Sammy D191197,Male,Baby,MN
45938583,Dewey D191200,Male,Baby,MN
45938574,Kriek D191209: Pending Adoption,Female,Baby,MN
45938587,Louie D191201,Male,Baby,MN
45938579,Charlie D191198,Male,Baby,MN
45938586,Kollusion D191210: Pending Adoption,Female,Baby,MN
45938580,Hoodoo D191206: No Longer Accepting Applications,Male,Baby,MN
45938573,Stormy D191196: No Longer Accepting Applications,Male,Baby,MN
45938581,Chill Lacs D191208: Pending Adoption,Male,Baby,MN
45938497,Oops-A-Daisy D191191: Pending Adoption,Female,Baby,MN
45938499,Khaleesi D191189,Female,Adult,MN
45938386,Jane,Female,Baby,MN
45937383,Ellie May,Female,Baby,MN
45937297,Hannah,Female,Adult,MN
45935188,Orion,Male,Baby,MN
45935186,Cygnus,Male,Baby,MN
45935184,Lyra,Female,Baby,MN
45935182,Bootes,Female,Baby,MN
45934614,Rosie,Female,Baby,MN
45930700,Sarabi,Female,Adult,MN
45927378,Boss Man,Male,Adult,MN
45927377,Biscuit,Female,Young,MN
45926943,Gus,Male,Adult,MN
45924355,Owen,Male,Adult,MN
45921877,Jasper,Male,Young,MN
45921472,Riley,Male,Adult,MN
45921279,Khan,Male,Young,MN
45920184,Bahama *Texas 9/28*,Male,Baby,MN
45919919,Patsy,Female,Baby,MN
45919920,Alba,Female,Young,MN
45917944,Cassidy *Texas 9/28*,Male,Adult,MN
45917726,Lillyanna,Female,Adult,MN
45917394,Stella,Female,Young,MN
45914983,Gwen,Female,Baby,MN
45914984,Fergie,Female,Baby,MN
45914882,Adele,Female,Baby,MN
45914881,Cher,Female,Baby,MN
45914763,Barley,Male,Adult,MN
45913169,Angell,Female,Adult,MN
45911646,Charlie,Male,Adult,MN
45911645,Charlie,Male,Adult,MN
45910436,Skye,Female,Young,MN
45907630,Simms,Male,Baby,MN
45907367,Jack Black,Male,Adult,MN
45906705,Zola,Female,Young,WI
45904835,Gizzy,Female,Senior,MN
45904574,Fawn,Female,Adult,MN
45904451,Lizza,Female,Baby,MN
45904450,Lourdes,Female,Baby,MN
45904434,Glue,Male,Baby,MN
45904433,Ruler,Female,Baby,MN
45904431,Marker,Female,Baby,MN
45904427,Pencil,Female,Baby,MN
45904418,Randall,Male,Adult,MN
45900049,Oliver,Male,Adult,MN
45899467,Roadie,Male,Baby,MN
45899412,Saul,Male,Young,MN
45898496,Maggie,Female,Adult,MN
45894168,Dola,Female,Adult,MN
45894167,Betta,Female,Adult,MN
45894161,Harlene,Female,Young,MN
45894149,Macho,Male,Adult,MN
45894157,Florence,Female,Adult,MN
45894156,Pepper,Female,Young,MN
45894146,Shade,Female,Young,MN
45894150,Chloe,Female,Adult,MN
45894148,Bella,Female,Adult,MN
45894151,Keke,Female,Young,MN
45892767,Khloe *Texas 9/28*,Female,Adult,MN
45892031,Loki D191118,Male,Adult,MN
45890600,Porkchop,Male,Baby,MN
45890264,Hammy,Male,Baby,MN
45890266,Pancetta,Female,Baby,MN
45890263,Sloppy Joe,Male,Baby,MN
45890262,Lambchop,Female,Baby,MN
45889991,Beefcake,Male,Baby,MN
45889990,Patty,Female,Adult,MN
45887475,Shadow,Female,Baby,MN
45886842,Xena,Female,Baby,MN
45886820,Marshall,Male,Baby,MN
45886819,Doorknob,Male,Adult,MN
45886484,Sweetie,Female,Adult,MN
45885740,Pyper,Female,Young,MN
45883090,Buddee,Male,Baby,MN
45883089,Braxter,Male,Baby,MN
45882391,Sultan,Male,Young,MN
45882387,Mr. Pickles,Male,Adult,MN
45882392,Diamond,Female,Young,MN
45881924,Red,Male,Young,MN
45881864,Bella,Female,Young,MN
45881684,Flower,Female,Adult,MN
45881622,Jack,Male,Baby,MN
45875229,Izzy,Female,Baby,MN
45875113,Miranda,Female,Baby,MN
45875112,Derek,Male,Baby,MN
45875115,Alex,Male,Young,MN
45874621,Ruby Mae,Female,Adult,MN
45873899,Gus,Male,Young,MN
45873873,Birch,Male,Young,MN
45873870,Cubby,Female,Baby,MN
45873871,Prom,Female,Young,MN
45873577,Fernica,Female,Adult,MN
45864977,Ragley,Male,Baby,MN
45864967,Tyler,Male,Baby,MN
45864953,Homer,Male,Baby,MN
45864943,Cowboy,Male,Baby,MN
45864880,Lionel,Male,Baby,MN
45864510,Blaze,Male,Adult,MN
45864155,Moose,Male,Young,MN
45864229,Star *Texas 9/28*,Female,Adult,MN
45864076,Blair,Female,Baby,MN
45863729,Coney,Female,Baby,MN
45863716,Camo,Male,Baby,MN
45863711,Bullfrog,Female,Baby,MN
45863257,Jerry,Male,Baby,MN
45863243,Tom,Male,Baby,MN
45861651,Quinn,Female,Adult,MN
45861636,Praline,Female,Baby,MN
45861527,Misty,Female,Adult,MN
45861487,Ganon,Male,Young,MN
45861479,Fitz,Male,Young,MN
45861190,Takoda,Male,Young,MN
45860712,Daisy,Female,Adult,MN
45860703,Cedar,Male,Adult,MN
45860171,Gemma,Female,Adult,MN
45859856,Thor,Male,Adult,MN
45859046,Rex D191184: No Longer Accepting Applications,Male,Senior,MN
45858930,Trapper D191156,Male,Baby,MN
45856809,Love Bug D171751,Female,Adult,MN
45856137,Smooch,Female,Baby,MN
45854754,Floyd,Male,Baby,MN
45853201,Dallas *Texas 9/28*,Male,Young,MN
45853199,Lucie *Texas 9/28*,Female,Baby,MN
45853193,Charlotte Rae *Texas 9/28*,Female,Adult,MN
45853195,Penny *Texas 9/28*,Female,Baby,MN
45853197,Cheche,Male,Young,MN
45852833,Bowser,Male,Adult,MN
45852562,Harley,Female,Young,MN
45851364,Tobie,Male,Baby,MN
45850859,Detroit *Texas 9/28*,Male,Baby,MN
45850864,Blue *Texas 9/28*,Male,Young,MN
45850860,Bosco *Texas 9/28*,Male,Adult,MN
45850863,Delilah *Texas 9/28*,Female,Baby,MN
45850346,Duke D161445,Male,Young,MN
45848902,Harley,Male,Adult,MN
45847966,Peanut,Female,Adult,MN
45847965,Minnie,Female,Adult,MN
45847964,Max,Male,Adult,MN
45846942,Rocky,Male,Adult,MN
45846802,Finn,Male,Baby,MN
45844920,Naima,Female,Young,MN
45843485,Miley,Male,Adult,MN
45842142,Amlie,Female,Adult,MN
45841701,Bevus,Female,Adult,MN
45841700,Bio,Female,Adult,MN
45841698,Echo,Female,Adult,MN
45841699,Law,Male,Adult,MN
45840201,Eggroll,Male,Adult,MN
45837170,Hetta D191073: No Longer Accepting Applications,Female,Adult,MN
45836715,Hairy Potter,Male,Young,MN
45836644,Frost,Female,Baby,MN
45836122,Spanky,Male,Baby,MN
45836125,Buckwheat,Male,Baby,MN
45830836,Sampson,Male,Adult,WI
45830246,Sheba,Female,Baby,MN
45828630,Sticks D190548,Male,Adult,MN
45827310,Marshmallow,Female,Adult,MN
45813913,Alden (Max),Male,Young,MN
45813923,Milo,Male,Adult,MN
45813914,Yugo (Specialized Adoption),Male,Adult,MN
45805334,Apollo *I Am The Sweetest Guy!*,Male,Adult,MN
45803590,Dobie,Male,Young,WI
45803529,Patty,Female,Young,WI
45800005,Mac,Male,Young,MN
45799984,Mae,Female,Young,MN
45799940,Beau,Male,Young,MN
45794991,Murphy,Male,Adult,MN
45789498,Amara,Female,Adult,MN
45788146,Iggy,Male,Baby,MN
45787829,Nitro,Male,Adult,MN
45780457,Bridger,Male,Baby,MN
45773055,Zayne,Male,Adult,MN
45773021,Gracie,Female,Senior,MN
45772304,Curacao D191039: Pending Adoption,Male,Baby,MN
45772309,Aruba D191033: Pending Adoption,Female,Baby,MN
45772295,Countess D191165: Pending Adoption,Female,Baby,MN
45772292,Leigh D191176: Pending Adoption,Female,Adult,MN
45772307,Elizabeth D191162: Pending Adoption,Female,Young,MN
45772299,Blitz D191182: Pending Adoption,Male,Adult,MN
45772290,Margaret D191160: Pending Adoption,Female,Young,MN
45772294,Love Bug D191178: Pending Adoption,Female,Adult,MN
45772305,Glory D191175,Female,Adult,MN
45772308,Cypress Lily D191172: Pending Adoption,Female,Young,MN
45772289,Cookie D191181,Female,Adult,MN
45772046,Vincent D191035: Pending Adoption,Male,Baby,MN
45772049,++Phoebe D191179: Pending Adoption,Female,Adult,MN
45770533,Dream,Male,Adult,MN
45769512,Maci,Female,Adult,MN
45769434,Destiny D191158: Pending Adoption,Female,Baby,MN
45769432,Ozzy D191152,Male,Senior,MN
45769431,Rosie D191154,Female,Adult,MN
45769428,Romeo D191153: Pending Adoption,Male,Adult,MN
45767744,Layla,Female,Adult,MN
45766679,Zara,Female,Young,MN
45766678,Rudy,Male,Young,MN
45758156,Chicken,Male,Adult,MN
45758141,Lola,Female,Young,MN
45758109,Teddy Bear,Male,Young,MN
45758099,Holmes,Male,Adult,MN
45758094,Bufford,Male,Young,MN
45756491,Vik,Male,Adult,MN
45756478,Raven,Male,Young,MN
45754224,Orville,Male,Adult,MN
45754157,Sparki,Male,Adult,MN
45753481,Willie,Male,Adult,MN
45753143,Housten,Male,Young,MN
45752457,**Teddy D191050,Male,Adult,MN
45750522,**Jay D191062: Pending Adoption,Male,Adult,MN
45748929,Tuffy,Male,Adult,MN
45748819,Steve,Male,Adult,MN
45744891,Coupon,Male,Adult,MN
45744744,Finnick,Female,Baby,MN
45744742,Shilo,Female,Senior,MN
45744743,Dax,Male,Adult,MN
45743274,Rocko,Male,Adult,MN
45743239,Mj,Male,Adult,MN
45740746,Willow,Female,Adult,MN
45738134,Zoey,Female,Senior,MN
45737548,Archie - Bonded With Fritz!,Male,Senior,MN
45737549,Fritz - Bonded With Archie!,Male,Senior,MN
45737443,Lady,Female,Adult,MN
45736398,Rose,Female,Young,MN
45735444,Cash,Male,Young,MN
45725780,Bella,Female,Young,MN
45724780,Spot,Male,Adult,MN
45720103,Mariah,Female,Adult,MN
45718182,Harper,Female,Senior,MN
45711653,Tucker,Male,Senior,MN
45708191,Gucci,Female,Adult,MN
45698395,Jane,Female,Baby,MN
45696834,Donna,Female,Adult,MN
45695627,Mila,Female,Adult,MN
45695606,Lilly,Female,Young,MN
45692650,Sutton,Male,Young,MN
45690374,Hawk,Male,Baby,MN
45689427,Layla,Female,Senior,MN
45688914,Zippee,Female,Adult,MN
45688831,Linden,Male,Adult,MN
45686551,Olive,Female,Baby,MN
45686535,Harrold,Male,Baby,MN
45686466,Popeye,Male,Baby,MN
45686463,Ethel,Female,Baby,MN
45685201,Marvel,Male,Baby,MN
45684344,Douglas,Male,Young,MN
45682300,Molly,Female,Senior,MN
45681255,Hazel,Female,Adult,MN
45681217,Harriet,Female,Adult,MN
45677662,Sadie,Female,Adult,MN
45677393,Pickles,Female,Baby,MN
45672956,Tucker,Male,Adult,MN
45672850,Mirium,Female,Adult,MN
45666970,Rebecca,Female,Adult,MN
45666309,Penelope,Female,Young,MN
45663579,Bella,Female,Adult,MN
45660744,Coco,Female,Adult,MN
45658509,Brody,Male,Baby,MN
45658506,Brin,Female,Baby,MN
45655106,Prue *Foster Or Adopter Needed*,Female,Young,MN
45654707,Sawyer,Male,Adult,MN
45654708,Harvest,Male,Baby,MN
45654702,Helen,Female,Senior,MN
45651189,Ronan,Male,Senior,MN
45643403,Alpine,Male,Adult,MN
45639323,Sam,Male,Senior,MN
45633364,Zoe,Female,Senior,MN
45616882,Reese Puppycups,Male,Adult,MN
45613261,Gilbert,Male,Senior,MN
45610951,Escuby D191146: Pending Adoption,Male,Young,MN
45610962,Pecas D191145: Pending Adoption,Male,Young,MN
45610957,Sissy D191130: Pending Adoption,Female,Adult,MN
45610948,Marco D191147: No Longer Accepting Applications,Male,Young,MN
45609973,Silby D191121,Female,Adult,MN
45609870,Gumby D191081,Male,Adult,MN
45609864,Gilly D191119: Pending Adoption,Female,Senior,MN
45609865,Maisie D191128,Female,Senior,MN
45609863,Grace D191113: Pending Adoption,Female,Senior,MN
45609226,Ned ~Foster Needed ~,Male,Adult,MN
45606944,Rogue,Female,Adult,MN
45595056,Thelma,Female,Senior,MN
45594740,Jed,Male,Adult,MN
45591196,Cotton **Foster Needed**,Male,Young,MN
45590934,Twiggy,Female,Adult,MN
45590933,Aspen,Male,Young,MN
45588719,Sadie,Female,Senior,MN
45588699,Vader,Male,Young,MN
45587019,Venora ~Foster Needed~,Female,Adult,MN
45579895,Jaina,Female,Baby,MN
45579896,Thrall,Female,Baby,MN
45579897,Sylvanas,Female,Baby,MN
45578296,Lola,Female,Baby,MN
45572978,Mia,Female,Young,MN
45572871,Damon,Male,Adult,MN
45571297,Bessie,Female,Young,MN
45569508,Lyle *Help I Need A Foster Home!*,Male,Adult,MN
45568940,Pedro,Male,Senior,MN
45564982,Lacey,Female,Baby,MN
45564348,Nico,Male,Young,MN
45558784,Roxy,Female,Young,MN
45555875,Jem,Female,Young,MN
45554490,Razzles Puppy,Male,Baby,MN
45554489,Runts Puppy,Female,Baby,MN
45553823,Twizzlers Puppy,Female,Young,MN
45553295,Necco Puppy,Male,Young,MN
45553234,Chuckles Puppy,Female,Young,MN
45544971,Huameiniu D190934:No Longer Accepting Applications,Female,Adult,MN
45544932,Ranger,Male,Adult,MN
45541578,Memphis,Male,Adult,MN
45536244,Luna,Female,Adult,MN
45536024,Daphne,Female,Young,MN
45535923,Parsley,Female,Young,MN
45535815,Sam,Male,Adult,MN
45535594,Rocco,Male,Young,MN
45535253,Linda,Female,Adult,MN
45534465,Coco,Female,Young,MN
45532970,Polly,Female,Adult,MN
45529300,Donnie,Male,Adult,MN
45529102,Schroeder D191099: Pending Adoption,Male,Young,MN
45529098,Tooter D191087,Male,Adult,MN
45529100,Zi D191090,Male,Adult,MN
45528657,Mini D191074: Pending Adoption,Female,Adult,MN
45528365,Baxxter D191071,Male,Senior,MN
45522943,Squirt,Female,Young,MN
45521670,Rosie,Female,Young,MN
45520816,Al,Male,Baby,MN
45520566,Monster Johnny,Male,Baby,MN
45520282,Delilah,Female,Adult,MN
45520205,Bo,Male,Baby,MN
45519384,Elvira,Female,Young,MN
45518890,Rowdy,Male,Baby,MN
45518783,Destiny,Female,Young,MN
45518733,Rooster,Male,Baby,MN
45518706,Chilidog,Male,Adult,MN
45518607,Elvis,Male,Baby,MN
45518587,Pierogi,Female,Senior,MN
45516866,Eloise D191061,Female,Young,MN
45513385,Ellie,Female,Young,MN
45513006,Corina,Female,Young,MN
45512949,Cocoa,Male,Young,MN
45512375,Bug,Male,Adult,MN
45502015,Floyd,Male,Young,MN
45494049,Peanut,Female,Senior,MN
45493437,Polly,Female,Adult,MN
45483159,Ryder,Female,Baby,MN
45483158,Stevesy,Male,Baby,MN
45483071,Ogata,Male,Baby,MN
45483070,Pele,Male,Baby,MN
45482974,Mulligan,Female,Baby,MN
45478973,Penelope Jay,Female,Adult,MN
45456728,Sophia - Adoption Pending,Female,Adult,MN
45456464,Scooter,Male,Senior,MN
45454669,Mya Babygirl * Foster Or Adopter Needed*,Female,Adult,MN
45454391,Kato,Male,Adult,MN
45450928,Lily,Female,Adult,MN
45419553,Gabby,Female,Baby,MN
45419558,Mindy,Female,Baby,MN
45419543,Lacey,Female,Adult,MN
45419573,Marta,Female,Adult,MN
45419567,Dottie,Female,Baby,MN
45419561,Bedford,Male,Baby,MN
45419523,Baxter,Male,Adult,MN
45419521,Glut,Male,Baby,MN
45413769,Harley,Female,Senior,MN
45413676,Tobi,Male,Adult,MN
45410587,Melody D162030,Female,Adult,MN
45401676,Lilly D190605,Female,Adult,MN
45392994,Spencer,Male,Adult,MN
45391884,Winston* Bonded With Ellie*,Male,Adult,MN
45391883,Ellie* Bonded With Winston*,Female,Adult,MN
45379556,Samuel,Male,Young,MN
45379549,Vincent *Foster Or Adopter Needed*,Male,Adult,MN
45368788,Sierra D191029: No Longer Accepting Applications,Female,Adult,MN
45360397,Brad,Male,Adult,MN
45360391,Legion,Male,Senior,MN
45359592,Prince,Male,Young,MN
45359591,Annabel,Female,Young,MN
45357124,++Albie D191019,Male,Adult,MN
45356506,Zeus,Male,Baby,MN
45350510,Sugar,Female,Young,MN
45340355,Erica,Female,Baby,MN
45334141,Bowser,Male,Adult,MN
45332085,Trooper,Male,Young,MN
45328736,Bunny,Female,Adult,MN
45328720,Archie,Male,Young,MN
45325637,Beverly,Female,Adult,MN
45320575,Duke,Male,Adult,MN
45320559,Midnight,Female,Adult,MN
45320552,Taki,Male,Adult,MN
45317959,Reba,Female,Young,MN
45316768,Bindi,Female,Young,MN
45314775,Willow * I Am Such A Sweetheart! *,Female,Adult,MN
45314777,Jackie *Looking For A Foster Home*,Female,Adult,MN
45310416,Frankie,Male,Young,MN
45295650,Abbott,Male,Young,MN
45295649,Costello,Male,Young,MN
45295693,Thor-1957,Male,Adult,MN
45295652,Britt,Female,Adult,MN
45288164,Gwen,Female,Young,MN
45293303,Ollie,Male,Adult,MN
45292892,Julio D191021: No Longer Accepting Applications,Male,Baby,MN
45292894,Hobo D191023,Male,Adult,MN
45292871,**Squirt D190686,Male,Adult,MN
45285733,Topaz-1929,Male,Adult,MN
45274901,Tessa,Female,Adult,MN
45274811,Nubia *Bonded With Kiya* D190163,Female,Adult,MN
45274812,Kiya *Bonded With Nubia* D190164,Female,Adult,MN
45270495,Max,Male,Adult,MN
45270484,Carly,Female,Young,MN
45270471,Maggie,Female,Adult,MN
45270465,Holly,Female,Adult,MN
45270456,Freemont,Male,Adult,MN
45270442,Freemont,Male,Adult,MN
45267415,Liam,Male,Adult,MN
45267413,Felix,Male,Senior,MN
45266298,Sally,Female,Senior,MN
45265977,Honey,Female,Adult,MN
45262774,Sassy,Female,Adult,MN
45262586,Bandit,Female,Young,MN
45262581,Ashes,Female,Young,MN
45259409,Rocket,Male,Young,MN
45258747,Spunky,Male,Young,MN
45258738,Marmaduke,Male,Young,MN
45257656,Nucky,Male,Adult,MN
45248769,Tiger,Male,Young,MN
45247442,Hank,Male,Adult,MN
45225862,Peekaboo D190946,Male,Senior,MN
45225853,++Hub D190928: Pending Adoption,Male,Adult,MN
45225843,Boomer D190146,Male,Adult,MN
45218048,Macie,Female,Young,MN
45217404,Duke,Male,Young,MN
45217027,Louise,Female,Adult,MN
45216871,Koda,Male,Adult,MN
45209697,Princess Petunia,Female,Adult,MN
45199317,Blossom (2),Female,Adult,MN
45199318,Maple Ann * Great Playmate Dog!,Female,Adult,MN
45199316,Giselle,Female,Adult,MN
45197619,Angel,Female,Senior,MN
45195115,Frankie,Male,Baby,MN
45192878,Coco,Female,Young,MN
45192337,Barbie,Female,Adult,MN
45189755,Jera,Female,Young,MN
45188421,Wendy,Female,Adult,MN
45175648,Daisy And King,Female,Senior,MN
45172882,Braun D190661,Male,Adult,MN
